Podcast_Name,Episode_Title,Episode_Length_minutes,Genre,Host_Popularity_percentage,Publication_Day,Publication_Time,Guest_Popularity_percentage,Number_of_Ads,Episode_Sentiment,Listening_Time_minutes
Brain Boost,Episode 10,11.24,Education,91.18,Tuesday,Evening,80.58,1,Negative,0
Crime Chronicles,Episode 29,,True Crime,34.02,Saturday,Night,63.15,0,Neutral,27.57999786
Global News,Episode 92,92.23,News,68.87,Monday,Morning,,3,Neutral,41.22992285
Wellness Wave,Episode 52,20.76,Health,87.42,Sunday,Afternoon,42.19,3,Positive,5.679943781
Fitness First,Episode 48,54.7,Health,28,Thursday,Evening,89.11,0,Positive,30.43258466
Music Matters,Episode 6,87.7,Music,73.91,Wednesday,Evening,41.73,3,Negative,
Wellness Wave,Episode 20,105.25,Health,88.71,Friday,Afternoon,71.45,2,Positive,88.6747248
Current Affairs,Episode 82,62.59,News,70.18,Monday,Evening,79.42,1,Positive,46.35645096
Educational Nuggets,Episode 40,17.3,Education,41.13,Sunday,Night,48.94,1,Positive,15.64307567
Home & Living,Episode 68,33.88,Lifestyle,65.77,Monday,Night,26.78,3,Positive,
Joke Junction,Episode 65,,Comedy,50.6,Monday,Afternoon,87.39,1,Neutral,91.52526902
Healthy Living,Episode 48,119.06,Health,87.98,Sunday,Night,44.32,1,Negative,86.24530252
Home & Living,Episode 60,30.35,Lifestyle,83.94,Tuesday,Morning,79.16,0,Positive,23.19051856
Athlete's Arena,Episode 65,9.92,Sports,98.24,Tuesday,Night,63.07,3,Neutral,7.836855556
Mystery Matters,Episode 28,,True Crime,95.4,Sunday,Morning,58.29,2,Positive,53.91450029
Mind & Body,Episode 62,37.21,Health,68.85,Wednesday,Night,33.52,2,Neutral,
Tune Time,Episode 87,97.47,Music,41.22,Saturday,Morning,11.98,2,Positive,55.44457825
True Crime Stories,Episode 49,19.36,True Crime,60.15,Thursday,Morning,39.11,1,Neutral,2.944418871
Fitness First,Episode 72,79.25,Health,53.27,Monday,Evening,52.87,3,Neutral,51.59653684
Detective Diaries,Episode 50,82.79,True Crime,58.78,Wednesday,Night,32.82,2,Negative,50.6871535
Sport Spot,Episode 29,97.84,Sports,32.55,Wednesday,Afternoon,87.16,1,Negative,75.63301836
Tech Talks,Episode 29,51.74,Technology,86.86,Monday,Night,84.41,1,Positive,41.97328396
Global News,Episode 38,47.83,News,41.78,Monday,Afternoon,87.19,3,Positive,36.60352903
Finance Focus,Episode 51,85.6,Business,72.95,Monday,Morning,75.79,3,Positive,61.76820361
World Watch,Episode 61,105.61,News,65.75,Wednesday,Evening,87.39,1,Positive,78.55928181
Detective Diaries,Episode 99,99.68,True Crime,40.82,Friday,Evening,64.7,3,Neutral,62.15472939
Learning Lab,Episode 69,35.13,Education,22.21,Sunday,Night,1.23,3,Neutral,18.97481715
Sound Waves,Episode 21,113.75,Music,40.9,Saturday,Night,82.28,3,Negative,85.01926539
Fitness First,Episode 99,,Health,42.09,Wednesday,Afternoon,53.78,3,Negative,5.61
Wellness Wave,Episode 74,26.82,Health,60.05,Friday,Night,27.37,0,Negative,19.36745388
Study Sessions,Episode 5,92.76,Education,59.56,Monday,Afternoon,31.87,1,Positive,70.6509288
Sports Central,Episode 93,49.5,Sports,23.11,Tuesday,Morning,91.03,1,Negative,30.8951014
Money Matters,Episode 78,31.4,Business,28.25,Saturday,Afternoon,98.74,2,Neutral,23.65366797
Digital Digest,Episode 62,18.73,Technology,56.51,Thursday,Morning,54.01,2,Neutral,
Tune Time,Episode 89,96.29,Music,82.01,Sunday,Night,53.61,1,Neutral,82.28047676
Sport Spot,Episode 15,61.22,Sports,56.49,Sunday,Morning,35.66,0,Neutral,36.36003131
Study Sessions,Episode 76,85.99,Education,37.43,Friday,Morning,41.88,2,Positive,82.63651826
Money Matters,Episode 11,19.8,Business,46.96,Thursday,Night,51.79,3,Positive,4.858949815
Current Affairs,Episode 13,113.28,News,87.48,Monday,Afternoon,95.67,2,Negative,84.51420972
Learning Lab,Episode 32,99.91,Education,61.69,Tuesday,Afternoon,,2,Neutral,51.59568511
Sound Waves,Episode 32,98.94,Music,23.84,Saturday,Evening,31.29,2,Neutral,62.55227156
Sports Central,Episode 71,19.5,Sports,81.17,Friday,Morning,55.35,3,Neutral,9.214238507
Brain Boost,Episode 73,11.89,Education,32.73,Wednesday,Afternoon,51,1,Negative,7.084402565
Wellness Wave,Episode 55,,Health,58.62,Saturday,Afternoon,23.97,1,Neutral,24.63578368
Gadget Geek,Episode 20,100.36,Technology,20.79,Tuesday,Afternoon,40.46,1,Negative,
Joke Junction,Episode 27,104.73,Comedy,98.99,Saturday,Evening,,2,Negative,65.7149704
Study Sessions,Episode 89,82.9,Education,29.03,Saturday,Morning,19.1,2,Neutral,62.34523566
Tech Trends,Episode 98,9.96,Technology,32.37,Sunday,Night,31.03,1,Negative,6.052875211
Healthy Living,Episode 94,116,Health,20.57,Monday,Evening,58.23,1,Negative,90.28240777
Comedy Corner,Episode 79,48.76,Comedy,43.38,Sunday,Evening,67.93,2,Positive,43.07585479
Educational Nuggets,Episode 50,27.99,Education,47.43,Thursday,Afternoon,45.14,0,Negative,27.99
Brain Boost,Episode 92,31.59,Education,94.23,Friday,Night,4.31,1,Negative,27.92789697
Global News,Episode 66,5.78,News,33.9,Monday,Evening,93.19,3,Positive,5.78
Innovators,Episode 18,7.28,Technology,41.66,Thursday,Night,83.45,2,Positive,7.28
Detective Diaries,Episode 89,,True Crime,76.01,Monday,Night,48.99,1,Neutral,82.28588821
Joke Junction,Episode 68,60.46,Comedy,84.55,Friday,Afternoon,30.39,0,Neutral,58.49117483
Wellness Wave,Episode 80,105.33,Health,83.36,Tuesday,Night,3.17,3,Neutral,93.01460773
Mind & Body,Episode 48,,Health,90.87,Wednesday,Night,6.93,2,Negative,6.661868358
World Watch,Episode 3,62.38,News,30.25,Monday,Morning,25.55,1,Positive,40.48957173
Wellness Wave,Episode 55,13.9,Health,40.51,Saturday,Morning,44.11,0,Neutral,8.533255646
Style Guide,Episode 1,25.8,Lifestyle,30.85,Wednesday,Evening,,2,Negative,19.97816594
Current Affairs,Episode 100,,News,20.81,Thursday,Night,29.66,0,Neutral,30.67404395
Fitness First,Episode 70,,Health,78.91,Saturday,Morning,80.7,0,Negative,25.8
Music Matters,Episode 60,94.04,Music,64.97,Friday,Morning,28.69,0,Positive,79.50216195
Style Guide,Episode 82,7.78,Lifestyle,76.24,Tuesday,Evening,86.72,1,Positive,6.548074673
Learning Lab,Episode 37,105.07,Education,28.02,Saturday,Evening,14.9,0,Positive,93.00983804
Melody Mix,Episode 91,,Music,33.83,Sunday,Afternoon,64.08,1,Negative,1.998905179
Brain Boost,Episode 92,52.88,Education,94.56,Wednesday,Evening,,0,Neutral,34.78054428
Business Briefs,Episode 38,7.95,Business,79.48,Monday,Morning,,3,Negative,7.95
Joke Junction,Episode 65,16.16,Comedy,26.83,Thursday,Afternoon,98.26,0,Neutral,6.135082356
Current Affairs,Episode 78,12.51,News,20.93,Thursday,Evening,95.88,0,Positive,
Detective Diaries,Episode 63,14.81,True Crime,25.43,Monday,Evening,21.59,1,Negative,8.30169902
Mystery Matters,Episode 95,6.23,True Crime,49.03,Saturday,Afternoon,,2,Neutral,6.23
Crime Chronicles,Episode 7,55.21,True Crime,40.25,Wednesday,Evening,77.47,3,Positive,52.43987337
Mystery Matters,Episode 15,,True Crime,82.38,Wednesday,Afternoon,80.98,1,Negative,82.79721087
Mystery Matters,Episode 28,46.35,True Crime,90.95,Saturday,Morning,94.24,2,Neutral,24.51272519
Tech Talks,Episode 36,106.09,Technology,75.05,Saturday,Morning,,2,Positive,89.69963251
Life Lessons,Episode 84,119.9,Lifestyle,63.29,Monday,Night,99.56,3,Neutral,
Healthy Living,Episode 6,86.65,Health,67.38,Sunday,Evening,21.2,2,Negative,38.91980402
Crime Chronicles,Episode 46,,True Crime,31.35,Friday,Night,95.74,2,Negative,67.58792085
Athlete's Arena,Episode 7,84.52,Sports,22.26,Sunday,Night,7.88,0,Positive,70.37536957
Health Hour,Episode 8,,Health,95.84,Monday,Evening,39.6,2,Positive,90.16678917
Sports Central,Episode 44,111.63,Sports,53.03,Tuesday,Afternoon,99.33,3,Negative,55.29424833
Sports Weekly,Episode 4,29.05,Sports,95.45,Thursday,Afternoon,62.3,3,Neutral,
True Crime Stories,Episode 30,63.41,True Crime,28.83,Monday,Night,99.53,1,Neutral,40.13063106
Joke Junction,Episode 41,38.7,Comedy,82.42,Thursday,Night,81.82,2,Negative,23.81136153
Business Briefs,Episode 37,9.07,Business,89.1,Tuesday,Afternoon,37.88,0,Neutral,
Brain Boost,Episode 97,63.13,Education,65.69,Friday,Afternoon,,0,Positive,26.73495397
Gadget Geek,Episode 87,,Technology,74.42,Sunday,Evening,8.56,2,Positive,91.51925776
Healthy Living,Episode 62,63.01,Health,98.79,Friday,Morning,75.4,2,Neutral,51.09470237
World Watch,Episode 34,90.52,News,48.16,Tuesday,Afternoon,,3,Negative,80.54755996
Music Matters,Episode 62,88.31,Music,79.99,Friday,Evening,3.18,3,Negative,51.95008187
Finance Focus,Episode 23,96.17,Business,47.1,Saturday,Night,56.89,3,Negative,66.15256463
Global News,Episode 47,,News,53.95,Monday,Afternoon,46.05,0,Positive,16.07437046
Business Briefs,Episode 27,48.25,Business,51.2,Tuesday,Evening,18.78,0,Negative,21.07234729
Study Sessions,Episode 70,90.18,Education,72.07,Friday,Morning,,1,Positive,54.81462041
News Roundup,Episode 18,59.85,News,86.47,Sunday,Afternoon,29.5,0,Negative,59.85
Sports Central,Episode 90,98.13,Sports,25.22,Thursday,Night,97.55,0,Negative,70.4016509
Criminal Minds,Episode 32,47.66,True Crime,79.44,Wednesday,Morning,,3,Positive,47.04865734
Laugh Line,Episode 96,119.4,Comedy,57.12,Thursday,Evening,37.35,0,Negative,70.46919939
Global News,Episode 3,52.45,News,49.22,Sunday,Night,22.82,0,Neutral,52.25506588
Comedy Corner,Episode 59,33,Comedy,75.79,Friday,Night,73.87,3,Neutral,
Wellness Wave,Episode 42,,Health,50.69,Wednesday,Night,38.56,0,Negative,51.95992607
Study Sessions,Episode 86,101.28,Education,34.48,Monday,Afternoon,,0,Positive,
Learning Lab,Episode 42,7.99,Education,46.43,Tuesday,Night,4.81,1,Positive,7.99
Fashion Forward,Episode 80,110.84,Lifestyle,38.91,Thursday,Evening,8.26,1,Negative,
Tune Time,Episode 93,69.97,Music,51.87,Monday,Morning,58.18,3,Neutral,31.12322695
Educational Nuggets,Episode 29,19.14,Education,72.18,Thursday,Morning,13.23,0,Positive,10.94853318
Criminal Minds,Episode 88,32.6,True Crime,77.42,Friday,Afternoon,,0,Neutral,
Home & Living,Episode 13,65.13,Lifestyle,24.88,Friday,Morning,,0,Positive,39.59053467
Business Briefs,Episode 93,,Business,80.65,Tuesday,Morning,47.8,2,Positive,53.86280806
Tech Talks,Episode 67,111.54,Technology,60.49,Saturday,Evening,23.04,0,Negative,73.08512646
Criminal Minds,Episode 99,114.32,True Crime,90.24,Tuesday,Morning,51.69,3,Neutral,69.76170849
Joke Junction,Episode 61,,Comedy,88.91,Tuesday,Night,71.58,2,Positive,38.97483948
Sports Weekly,Episode 7,22.95,Sports,75.61,Monday,Morning,57.4,2,Positive,13.8797082
Joke Junction,Episode 92,79.03,Comedy,57.34,Sunday,Morning,0.1,1,Positive,36.49830505
Life Lessons,Episode 30,31.54,Lifestyle,83.12,Tuesday,Night,92.16,0,Negative,31.54
Gadget Geek,Episode 20,62.73,Technology,30.28,Wednesday,Afternoon,93.21,2,Negative,62.73
Current Affairs,Episode 66,15.5,News,99.02,Wednesday,Evening,64.93,0,Neutral,3.206607271
Daily Digest,Episode 27,99.54,News,87.44,Monday,Night,13.55,3,Positive,73.04546296
Life Lessons,Episode 15,65.61,Lifestyle,67.17,Friday,Evening,53.93,0,Negative,36.16060486
Funny Folks,Episode 6,65,Comedy,70.37,Thursday,Afternoon,47.74,2,Neutral,48.7645094
Fashion Forward,Episode 75,85.73,Lifestyle,29.27,Saturday,Afternoon,72.34,3,Neutral,72.92543977
News Roundup,Episode 62,11.99,News,63.04,Friday,Afternoon,32.81,2,Negative,7.425927299
Sound Waves,Episode 90,33.45,Music,33.59,Friday,Morning,68.49,1,Negative,33.45
Current Affairs,Episode 71,56.56,News,56.35,Monday,Afternoon,63.13,1,Positive,
Wellness Wave,Episode 52,64.71,Health,98.83,Monday,Morning,5.28,0,Positive,39.9267699
Tech Trends,Episode 58,88.87,Technology,95.5,Sunday,Morning,9.69,1,Neutral,61.86069009
Game Day,Episode 39,119.85,Sports,92.97,Sunday,Evening,85.14,2,Positive,72.44054359
Laugh Line,Episode 59,39.77,Comedy,50.23,Thursday,Afternoon,50.09,2,Neutral,26.38398055
Home & Living,Episode 83,101.96,Lifestyle,20.98,Sunday,Night,,3,Positive,71.1741642
Life Lessons,Episode 17,56.58,Lifestyle,93.97,Friday,Night,50.66,1,Negative,56.58
Tech Talks,Episode 4,108.65,Technology,60.86,Monday,Evening,83.56,2,Positive,95.80672494
Sound Waves,Episode 16,41.65,Music,88.66,Wednesday,Evening,86.15,0,Neutral,22.88609921
Tech Trends,Episode 1,55.59,Technology,87.12,Wednesday,Afternoon,98.14,3,Positive,41.60093304
Business Insights,Episode 35,51.88,Business,75.93,Friday,Afternoon,20.35,1,Positive,39.5508592
Sports Weekly,Episode 3,,Sports,46.34,Wednesday,Evening,64.09,2,Positive,49.07713721
Lifestyle Lounge,Episode 23,47.11,Lifestyle,45.02,Monday,Evening,73.44,0,Positive,47.11
Business Insights,Episode 75,109.65,Business,25.78,Wednesday,Afternoon,52.3,3,Positive,60.34130305
Health Hour,Episode 1,95.61,Health,69.34,Wednesday,Morning,19.39,1,Negative,53.81565446
Study Sessions,Episode 13,21.41,Education,30.89,Tuesday,Morning,97.05,1,Negative,21.41
Current Affairs,Episode 76,69.4,News,41.68,Wednesday,Afternoon,6.1,1,Negative,60.44441337
Sport Spot,Episode 80,78.71,Sports,78.41,Monday,Afternoon,90.24,3,Negative,37.4587353
Life Lessons,Episode 40,29.61,Lifestyle,69.31,Thursday,Morning,72.87,0,Negative,10.21890078
Athlete's Arena,Episode 16,87.31,Sports,67.39,Tuesday,Night,42.12,3,Negative,80.71164001
Fashion Forward,Episode 53,79.34,Lifestyle,27.92,Saturday,Night,43.46,2,Neutral,65.12208018
Detective Diaries,Episode 65,,True Crime,44.47,Sunday,Morning,82.72,2,Positive,24.93881119
Crime Chronicles,Episode 14,77.28,True Crime,90.05,Wednesday,Evening,11.71,3,Neutral,44.45548927
Home & Living,Episode 56,62.14,Lifestyle,55.82,Monday,Evening,,3,Neutral,50.70079169
Detective Diaries,Episode 65,61.96,True Crime,30.93,Wednesday,Afternoon,13.15,3,Neutral,47.7665003
Current Affairs,Episode 29,7.45,News,44.91,Saturday,Evening,,3,Neutral,0
Mystery Matters,Episode 26,46.72,True Crime,65.4,Monday,Evening,75.52,0,Negative,44.19938657
Finance Focus,Episode 36,,Business,30.8,Sunday,Afternoon,26.49,2,Positive,38.89848653
Sports Central,Episode 3,114.53,Sports,47.18,Monday,Afternoon,33.37,0,Neutral,109.6173407
Sport Spot,Episode 64,21.65,Sports,41.78,Monday,Evening,51.87,0,Neutral,21.65
Fashion Forward,Episode 29,115.52,Lifestyle,74.7,Friday,Evening,4.77,3,Negative,86.78896306
Global News,Episode 40,,News,88.96,Sunday,Evening,2.71,2,Negative,47.18323137
Humor Hub,Episode 5,,Comedy,56.72,Sunday,Morning,13.27,0,Negative,91.52209532
Criminal Minds,Episode 9,46.44,True Crime,51.1,Monday,Afternoon,25.88,1,Negative,33.00046937
Comedy Corner,Episode 8,29.91,Comedy,47.88,Thursday,Evening,55.22,0,Positive,25.15746078
Mystery Matters,Episode 25,51.54,True Crime,62.51,Sunday,Night,,0,Neutral,47.90954228
Educational Nuggets,Episode 14,23.13,Education,91.92,Saturday,Morning,72.6,1,Negative,18.96270782
Gadget Geek,Episode 23,115.98,Technology,25.52,Sunday,Evening,52.02,2,Positive,
Crime Chronicles,Episode 80,38.89,True Crime,38.98,Saturday,Night,38.73,2,Positive,32.89478285
Laugh Line,Episode 89,58.96,Comedy,85.87,Thursday,Afternoon,20.21,3,Neutral,33.43744575
Business Briefs,Episode 28,57.19,Business,67.44,Monday,Night,22.67,3,Negative,30.11610625
Style Guide,Episode 9,31.72,Lifestyle,57.91,Tuesday,Morning,96.67,0,Negative,15.19992458
Sports Central,Episode 18,107.03,Sports,25.31,Monday,Night,81.84,1,Negative,91.6165265
Tune Time,Episode 60,98.76,Music,42.75,Wednesday,Evening,,3,Positive,59.58986886
Innovators,Episode 6,42.71,Technology,61.2,Monday,Night,10.59,1,Neutral,38.6269266
Mystery Matters,Episode 17,83.64,True Crime,62.82,Saturday,Evening,81.63,1,Positive,74.56725786
Current Affairs,Episode 4,92.22,News,53.22,Wednesday,Evening,95.29,2,Negative,
Sports Central,Episode 4,98.01,Sports,33.32,Sunday,Afternoon,,2,Neutral,82.53407431
Current Affairs,Episode 25,90.32,News,23.06,Saturday,Afternoon,57.64,3,Positive,68.84513154
Melody Mix,Episode 16,58.7,Music,57.18,Saturday,Morning,10.31,2,Neutral,54.46032257
Detective Diaries,Episode 63,15.99,True Crime,70.52,Tuesday,Night,92.3,2,Neutral,13.67737841
World Watch,Episode 13,23.83,News,51.58,Wednesday,Afternoon,43.53,2,Negative,11.50680075
Sport Spot,Episode 63,90.27,Sports,69.05,Friday,Morning,44.9,2,Positive,78.92069866
Brain Boost,Episode 25,91.12,Education,68.85,Sunday,Night,29.75,2,Negative,61.8954696
Mystery Matters,Episode 54,99.22,True Crime,63.59,Saturday,Afternoon,40.27,1,Negative,68.87119487
Mystery Matters,Episode 95,65.67,True Crime,83.89,Sunday,Night,32.17,0,Neutral,65.67
Current Affairs,Episode 76,114.79,News,71.71,Thursday,Night,86.88,3,Negative,
Business Insights,Episode 47,55.6,Business,39.19,Saturday,Night,68.87,0,Positive,44.71846823
Daily Digest,Episode 33,64.45,News,92.4,Sunday,Evening,35.45,0,Neutral,63.30802437
Detective Diaries,Episode 7,108.25,True Crime,78.95,Friday,Evening,96.06,3,Negative,
Humor Hub,Episode 8,66.17,Comedy,82.16,Sunday,Evening,3.55,0,Positive,66.17
Sound Waves,Episode 39,,Music,87.84,Sunday,Afternoon,24.75,3,Positive,72.81700532
Sport Spot,Episode 85,,Sports,22.43,Sunday,Afternoon,76.24,3,Negative,21.29487572
Lifestyle Lounge,Episode 43,85.37,Lifestyle,25.19,Wednesday,Morning,7.16,0,Positive,44.62940319
Tech Trends,Episode 40,96.8,Technology,98.37,Thursday,Night,91.08,0,Positive,76.69707086
Learning Lab,Episode 80,96.6,Education,60.72,Monday,Morning,,2,Negative,74.54168337
Athlete's Arena,Episode 21,9.88,Sports,97.79,Thursday,Night,80.01,2,Negative,7.053492325
Funny Folks,Episode 78,,Comedy,86.07,Tuesday,Afternoon,19.55,2,Negative,82.02815656
Music Matters,Episode 84,,Music,78.76,Tuesday,Morning,33.47,2,Negative,68.14125661
Sports Weekly,Episode 54,51.34,Sports,33.86,Thursday,Evening,4.14,3,Negative,38.7180468
Business Insights,Episode 72,97.56,Business,36.3,Friday,Morning,0.95,1,Negative,57.87089954
Current Affairs,Episode 57,116.09,News,29.94,Monday,Night,65.61,0,Positive,110.8114206
Learning Lab,Episode 18,98.07,Education,83.62,Thursday,Night,29.64,1,Positive,
Comedy Corner,Episode 100,48.66,Comedy,98.29,Friday,Evening,44.14,0,Neutral,48.66
Brain Boost,Episode 94,16.47,Education,96.7,Tuesday,Morning,95.48,1,Neutral,
Gadget Geek,Episode 1,74.07,Technology,48.09,Tuesday,Afternoon,67.94,0,Negative,54.32529797
Innovators,Episode 80,36.26,Technology,55.26,Sunday,Morning,68.16,0,Neutral,25.86353347
Athlete's Arena,Episode 30,71.63,Sports,74.39,Friday,Evening,53.31,1,Neutral,56.35259897
Criminal Minds,Episode 35,80.72,True Crime,59.79,Monday,Night,84.85,3,Neutral,36.44551989
Health Hour,Episode 57,10.94,Health,28.63,Thursday,Night,49.2,0,Positive,10.94
Criminal Minds,Episode 77,49.68,True Crime,51.44,Monday,Evening,33.14,2,Neutral,49.68
Finance Focus,Episode 35,70.56,Business,35.26,Thursday,Afternoon,,3,Negative,51.21452277
Music Matters,Episode 59,114.93,Music,94.53,Sunday,Morning,16.64,2,Positive,76.54442734
Joke Junction,Episode 15,65.9,Comedy,92.31,Tuesday,Evening,27.19,3,Positive,51.67159119
Business Insights,Episode 98,18.1,Business,69.28,Wednesday,Night,97.98,1,Positive,6.390816587
Joke Junction,Episode 43,22.13,Comedy,51.24,Sunday,Evening,65.28,0,Neutral,22.13
Tech Trends,Episode 67,114.29,Technology,89.15,Tuesday,Evening,56.39,3,Neutral,102.7495322
Life Lessons,Episode 70,85.05,Lifestyle,24.5,Sunday,Morning,35.62,1,Neutral,80.16229364
Tune Time,Episode 23,88.71,Music,86.17,Monday,Afternoon,76.39,3,Positive,50.13223787
Mind & Body,Episode 53,32.05,Health,62.63,Monday,Morning,38.06,0,Neutral,17.49466648
Crime Chronicles,Episode 35,69.2,True Crime,35.36,Wednesday,Afternoon,65,3,Neutral,65.20068975
Tech Talks,Episode 96,,Technology,99.13,Saturday,Night,33.04,1,Positive,0
News Roundup,Episode 72,15.85,News,61.74,Friday,Evening,29.59,0,Positive,15.85
Innovators,Episode 31,99.16,Technology,77.39,Tuesday,Evening,11.67,0,Positive,99.16
Criminal Minds,Episode 12,83.08,True Crime,97.47,Monday,Afternoon,0.09,0,Neutral,
Business Briefs,Episode 31,68.29,Business,88.65,Thursday,Evening,,3,Negative,
Healthy Living,Episode 53,115.74,Health,30.61,Friday,Afternoon,12.58,3,Positive,107.8669213
Digital Digest,Episode 92,100.11,Technology,70.59,Friday,Morning,32.08,2,Neutral,
Market Masters,Episode 73,108.42,Business,86.48,Wednesday,Night,22.3,2,Positive,96.45085665
Laugh Line,Episode 28,81.16,Comedy,81.11,Friday,Morning,52.45,3,Negative,50.64911965
Game Day,Episode 51,106.99,Sports,54.52,Saturday,Evening,80.1,0,Negative,99.76181991
True Crime Stories,Episode 71,29.28,True Crime,48.82,Saturday,Night,8.48,0,Neutral,15.99782317
Sports Weekly,Episode 17,88.04,Sports,96.51,Sunday,Evening,58.98,0,Negative,79.28073488
Business Insights,Episode 49,73.74,Business,42.86,Thursday,Morning,28.39,1,Positive,68.77995737
True Crime Stories,Episode 88,110.19,True Crime,45.63,Friday,Afternoon,,0,Neutral,81.16629552
Tech Talks,Episode 20,33.57,Technology,82.71,Saturday,Night,73.94,2,Positive,31.48283326
Criminal Minds,Episode 18,100.93,True Crime,93.03,Tuesday,Afternoon,80.07,0,Neutral,83.53086763
